id,name,album_group,album_type,release_date,popularity
3416,No Hace Falta Que Lo Digas,NULL,album,2002-01-01 00:00:00.0000000,0
3417,Let Me Touch,NULL,album,2017-10-13 00:00:00.0000000,0
3418,Crazier Everyday,NULL,album,1985-03-10 00:00:00.0000000,0
3419,Chavo Banda,NULL,album,2014-09-03 00:00:00.0000000,0
342,Mingtian DE Haizi,NULL,album,1999-04-06 00:00:00.0000000,0
3420,Do That Again,NULL,compilation,2005-06-20 00:00:00.0000000,0
3421,"Ах, эти ночи",NULL,album,1983-01-01 00:00:00.0000000,0
3422,Love Theme From 'Romeo And Juliet',NULL,album,2008-04-01 00:00:00.0000000,0
3423,葬艶-FUNERAL-,NULL,album,2020-09-16 00:00:00.0000000,27
3424,Hoah!,NULL,album,2015-12-21 00:00:00.0000000,0
3425,Jezebel,NULL,album,2015-11-10 00:00:00.0000000,0
3426,Proof (Foreign Fields Remix),NULL,album,2017-03-03 00:00:00.0000000,0
3427,Favourite Colour Blue (2),NULL,album,2009-05-11 00:00:00.0000000,0
3428,I.N.S.,NULL,album,1998-01-01 00:00:00.0000000,0
3429,Coming Back,NULL,compilation,2017-05-08 00:00:00.0000000,0
343,Our Love Is Here To Stay,NULL,album,2006-05-23 00:00:00.0000000,1
3430,Hitorinbo Envy,NULL,compilation,2013-01-01 00:00:00.0000000,0
3431,Todeswunsch - Sous le soleil de Saturne,NULL,album,1995-01-01 00:00:00.0000000,16
3432,Get it On,NULL,album,2015-06-30 00:00:00.0000000,0
3433,Maybe I Could Hold You,NULL,album,2015-05-22 00:00:00.0000000,0
3434,Say It,NULL,album,2016-04-26 00:00:00.0000000,0
3435,I Love You,NULL,album,2014-02-14 00:00:00.0000000,0
3436,Can't Stop,NULL,album,2016-05-06 00:00:00.0000000,0
3437,Banstead,NULL,album,2006-01-01 00:00:00.0000000,0
3438,3 Apuntes: I De el 'Homenaje a Falla',NULL,album,1997-09-09 00:00:00.0000000,0
3439,George Russell Presents The Esoteric Circle,NULL,album,2014-09-29 00:00:00.0000000,0
344,City of the Sun,NULL,album,2020-06-26 00:00:00.0000000,50
3440,Eine rose für sie,NULL,album,2014-04-25 00:00:00.0000000,0
3441,Life - Agei Mix,NULL,compilation,2013-07-26 00:00:00.0000000,0
3442,"Prelude, Op. 23, No. 3",NULL,album,2015-05-21 00:00:00.0000000,0
3443,Cada Domingo a las 12 (Live),NULL,album,2012-12-05 00:00:00.0000000,0
3444,Apéritif,NULL,album,2010-06-04 00:00:00.0000000,0
3445,Abandon in the Amber,NULL,album,2003-01-01 00:00:00.0000000,1
3446,Brahms: Sonata Op. 120/1 - Vivace,NULL,album,2009-07-24 00:00:00.0000000,0
3447,"Spinach Jam - Live at Hartford Civic Center, October 14, 1983",NULL,album,1996-01-01 00:00:00.0000000,0
3448,Heartache Tonight,NULL,album,2014-06-20 00:00:00.0000000,0
3449,Louisiana Story - Suite: Pastoral : The bayou and the marsh buggy,NULL,album,2005-11-10 00:00:00.0000000,0
345,Between Halloweens,NULL,album,2008-03-18 00:00:00.0000000,0
3450,Branque,NULL,single,2020-12-18 00:00:00.0000000,13
3451,Someone Like You (Instrumental Version),NULL,album,2011-11-01 00:00:00.0000000,0
3452,The Wilderness,NULL,album,2011-11-22 00:00:00.0000000,0
3453,When He Is Away,NULL,album,2016-01-30 00:00:00.0000000,0
3454,"""BBF"" Hosted By DJ Escrow",NULL,album,2016-04-01 00:00:00.0000000,31
3455,REi #2 ~HANEDA INTERNATIONAL MUSIC FESTIVAL Presents~,NULL,album,2018-10-31 00:00:00.0000000,30
3456,America The Beautiful,NULL,album,2003-01-01 00:00:00.0000000,0
3457,White Nile,NULL,album,1989-01-01 00:00:00.0000000,0
3458,Lieven Tavernier: Geen Kwaje Vrienden,NULL,compilation,2015-12-05 00:00:00.0000000,7
3459,Que Quieren Bailar,NULL,album,2016-06-27 00:00:00.0000000,0
346,"Santa Fe, New Mexico",NULL,album,2016-04-18 00:00:00.0000000,0
3460,Manic Bloom EP,NULL,single,2008-05-27 00:00:00.0000000,37
3461,Seven Views Of Jerusalem,NULL,album,1981-01-01 00:00:00.0000000,0
3462,Roundabout,NULL,album,2017-10-13 00:00:00.0000000,0
3463,Buds Won't Bud,NULL,compilation,2009-04-01 00:00:00.0000000,0
3464,Banger - Idiotproof and Eats Everything Remix,NULL,compilation,2013-01-01 00:00:00.0000000,0
3465,Today,NULL,album,2001-02-12 00:00:00.0000000,0
3466,Tus Besos,NULL,compilation,2007-08-30 00:00:00.0000000,0
3467,Mean Black Moan,NULL,album,2001-01-01 00:00:00.0000000,0
3468,Anything Near Conviction,NULL,album,2016-04-29 00:00:00.0000000,0
3469,"Apology Accepted - Live From U4,Vienna,Austria/1987",NULL,compilation,2012-01-01 00:00:00.0000000,0
347,Possibilities,NULL,album,1995-01-01 00:00:00.0000000,0
3470,A Lovely Day - Jean Maxwell Short Edit,NULL,single,2007-06-01 00:00:00.0000000,0
3471,Zero One Zero,NULL,album,2001-01-01 00:00:00.0000000,0
3472,Psalm 117,NULL,album,2013-01-01 00:00:00.0000000,0
3473,A la Primera Persona,NULL,compilation,2013-11-18 00:00:00.0000000,0
3474,Here And Now,NULL,album,1996-01-01 00:00:00.0000000,12
3475,You're My Praise,NULL,album,2011-11-29 00:00:00.0000000,0
3476,Badan Pe Sitare Lapete Huye,NULL,album,2008-01-01 00:00:00.0000000,0
3477,My Man (Version 2) [Live],NULL,compilation,2013-06-10 00:00:00.0000000,0
3478,El Chivo,NULL,compilation,1999-01-01 00:00:00.0000000,0
3479,La Chelas,NULL,album,2016-08-26 00:00:00.0000000,0
348,I Am Thine O Lord,NULL,album,2014-10-21 00:00:00.0000000,0
3480,Shine On Harvest Moon,NULL,compilation,1960-01-01 00:00:00.0000000,0
3481,Volver a Empezar,NULL,album,2013-12-24 00:00:00.0000000,0
3482,Whatever It Is - Extended Version,NULL,album,2008-11-21 00:00:00.0000000,0
3483,I Can't Wait (Until They Turn My Baby Loose),NULL,album,2013-02-19 00:00:00.0000000,0
3484,Splitting Hairs,NULL,album,2015-12-02 00:00:00.0000000,0
3485,Bombas Mosaico 4: Dejar de Amarte / Sentado en un Bar / Volver a Empezar,NULL,album,2015-01-08 00:00:00.0000000,0
3486,Frontiera,NULL,album,2006-10-15 00:00:00.0000000,0
3487,Haydn: Keyboard Concertos (Performed on Accordion),NULL,album,2017-03-17 00:00:00.0000000,30
3488,Own It Already,NULL,album,2013-02-15 00:00:00.0000000,0
3489,O Holy Night,NULL,compilation,2015-12-04 00:00:00.0000000,0
349,High Energy Protons,NULL,album,1993-01-01 00:00:00.0000000,0
3490,Fanatic Heart,NULL,album,1991-02-01 00:00:00.0000000,0
3491,Com'è bello fa' l'amore quanno è sera,NULL,album,2013-07-24 00:00:00.0000000,0
3492,Hold Me (Pat Lok),NULL,single,2015-01-20 00:00:00.0000000,0
3493,Moral läuft nach Profit (Der Wutbürger Song),NULL,compilation,2015-03-06 00:00:00.0000000,0
3494,Let's Dance,NULL,album,2011-10-10 00:00:00.0000000,0
3495,Interview 4,NULL,album,2004-10-26 00:00:00.0000000,0
3496,How to Let Go,NULL,compilation,2015-09-10 00:00:00.0000000,0
3497,Cloudy Eyes / Outer Otherness,NULL,single,2017-03-15 00:00:00.0000000,2
3498,Brazilian Flower,NULL,album,2013-07-01 00:00:00.0000000,0
3499,La Comida,NULL,album,2002-10-25 00:00:00.0000000,0
35,"Thunderstorm for Relaxing Sleep, Pt. 11",NULL,album,2016-01-12 00:00:00.0000000,0
350,Vecher,NULL,album,2013-05-02 00:00:00.0000000,0
3500,Prelude No. 5,NULL,album,2014-02-21 00:00:00.0000000,0
3501,Be Still My Soul,NULL,album,1968-01-01 00:00:00.0000000,0
3502,In the Air,NULL,album,2007-01-01 00:00:00.0000000,0
3503,Waiting For You To Wake,NULL,album,2012-08-12 00:00:00.0000000,0
3504,Mulata Colombianera,NULL,compilation,2015-04-20 00:00:00.0000000,0
3505,Jazz Me Blues (Live),NULL,album,2015-08-14 00:00:00.0000000,0
3506,Fairies Wear Boots - Instrumental,NULL,album,1970-09-18 00:00:00.0000000,0
3507,Hear Me Now,NULL,album,2001-08-27 00:00:00.0000000,0
3508,Rejoice (feat. Rouge Mary) [Remixes],NULL,single,2017-10-12 00:00:00.0000000,3
3509,Heaven for Everyone,NULL,album,2014-03-18 00:00:00.0000000,0
351,Se Va,NULL,album,2003-09-11 00:00:00.0000000,0
3510,Tree of Life,NULL,album,2016-09-30 00:00:00.0000000,0
3511,火花,NULL,album,2001-01-01 00:00:00.0000000,0
3512,Hatelefon,NULL,album,1997-01-01 00:00:00.0000000,0
3513,Whooaa,NULL,album,2004-01-01 00:00:00.0000000,0
3514,La Chica Que Esperaba la Primavera,NULL,album,2016-02-29 00:00:00.0000000,0
3515,Dame de Tu Fruto,NULL,album,2008-01-30 00:00:00.0000000,0
3516,Hold Me Down - Depthide Remix,NULL,compilation,2012-12-03 00:00:00.0000000,0
3517,un soir,NULL,album,2005-02-08 00:00:00.0000000,9
3518,"Alouba, Alouba, Nous Mare-o",NULL,album,2009-11-17 00:00:00.0000000,0
3519,Background Halloween Music,NULL,album,2012-09-15 00:00:00.0000000,0
352,Funk-Lude,NULL,album,2016-02-12 00:00:00.0000000,0
3520,"Theme (From ""Peter Pan"")",NULL,album,2013-12-17 00:00:00.0000000,0
3521,7even - Adam Ellis Remix,NULL,single,2013-10-14 00:00:00.0000000,0
3522,"Moses und Aron, Act I: Scene III - Moses und Aron verkünden dem Volk die Botschaft Gottes ""Ich hab ihn gesehen""",NULL,album,1977-01-01 00:00:00.0000000,0
3523,Fiesta,NULL,compilation,2016-12-08 00:00:00.0000000,0
3524,"Cafe Dubai, a Trip Into Sunset Lounge (The Best in Chill Out and Dessert Feelings)",NULL,compilation,2012-03-23 00:00:00.0000000,7
3525,Despedida,NULL,compilation,2002-01-01 00:00:00.0000000,0
3526,Treasure Bath,NULL,album,2009-10-20 00:00:00.0000000,0
3527,Isn't It Romantic,NULL,album,2011-02-03 00:00:00.0000000,0
3528,Paradise,NULL,album,1992-01-01 00:00:00.0000000,0
3529,People Talk,NULL,album,2013-11-25 00:00:00.0000000,0
353,"Match of the Day Theme (From ""M.O.T.D."")",NULL,album,2014-11-09 00:00:00.0000000,0
3530,Turning Time Around,NULL,album,2000-01-01 00:00:00.0000000,0
3531,One Last Cry Before I Say...,NULL,album,2007-01-01 00:00:00.0000000,0
3532,Unetane Tokef - sample,NULL,album,2007-05-05 00:00:00.0000000,0
3533,Going Mad - Single,NULL,single,2015-11-20 00:00:00.0000000,0
3534,I'm Fly (Screwed & Chopped),NULL,compilation,2011-03-12 00:00:00.0000000,0
3535,Eterna Soledad,NULL,album,2012-05-30 00:00:00.0000000,0
3536,Omo Oba Blues,NULL,album,2014-09-08 00:00:00.0000000,0
3537,Best Pussy,NULL,album,2016-04-08 00:00:00.0000000,0
3538,ISSUE#01,NULL,album,2019-01-11 00:00:00.0000000,0
3539,Round Paris - Live,NULL,album,2014-09-08 00:00:00.0000000,0
354,Parasites,NULL,album,2009-02-03 00:00:00.0000000,0
3540,Pesadilla Hermosa - Original,NULL,album,2009-08-31 00:00:00.0000000,0
3541,"Worship Sessions, Vol. 2",NULL,album,2016-07-21 00:00:00.0000000,0
3542,Anger,NULL,album,1987-01-01 00:00:00.0000000,0
3543,"24 Préludes, Op.28: 18. In F Minor",NULL,album,1990-01-01 00:00:00.0000000,0
3544,Madre,NULL,album,2010-11-17 00:00:00.0000000,0
3545,Lazerbrain,NULL,single,2014-06-16 00:00:00.0000000,0
3546,Angel Eyes,NULL,compilation,2007-11-13 00:00:00.0000000,0
3547,Disillusions,NULL,album,2014-01-17 00:00:00.0000000,0
3548,Ready to Run - 8-Bit Version,NULL,album,2014-12-08 00:00:00.0000000,0
3549,Идеальный мир,NULL,album,2009-07-15 00:00:00.0000000,0
355,He Loves Me 2 - DJ ThreeJay Speaker Breaker Mix,NULL,single,2016-10-26 00:00:00.0000000,0
3550,We Have Prevailed (No Vocals),NULL,album,2011-11-09 00:00:00.0000000,0
3551,"Partita No. 3 in E Major, BWV 1006: VII. Gigue",NULL,album,2000-01-01 00:00:00.0000000,0
3552,Buy a Life,NULL,album,2013-05-21 00:00:00.0000000,0
3553,Let The Dead Get In,NULL,compilation,2005-01-01 00:00:00.0000000,0
3554,25 Top Vineyard Worship Songs (Come Now Is The Time To Worship),NULL,album,2011-10-31 00:00:00.0000000,0
3555,All Good Things (Intro),NULL,album,2006-01-01 00:00:00.0000000,0
3556,Clouds,NULL,album,2004-04-16 00:00:00.0000000,0
3557,Throwmmer - Original Mix,NULL,compilation,2016-02-26 00:00:00.0000000,0
3558,Pentagram,NULL,album,1994-10-12 00:00:00.0000000,0
3559,Litie Litie,NULL,album,2009-01-01 00:00:00.0000000,0
356,I Say a Little Prayer (Dionne Warwick Karaoke Tribute),NULL,album,2012-07-16 00:00:00.0000000,0
3560,I Can't Get over You,NULL,single,2021-02-19 00:00:00.0000000,0
3561,La Polca Les Xanes / El Bosque Les Xanes,NULL,album,1999-01-01 00:00:00.0000000,0
3562,The Horizon,NULL,album,2015-02-26 00:00:00.0000000,0
3563,We Love You,NULL,album,2009-01-01 00:00:00.0000000,0
3564,Glória Pra Nós (Versão Wutang),NULL,single,2017-05-01 00:00:00.0000000,11
3565,Run,NULL,single,2014-03-09 00:00:00.0000000,0
3566,No Me Cambio por Ninguno,NULL,album,2012-06-01 00:00:00.0000000,0
3567,Smoke Break - Interlude,NULL,album,2014-11-18 00:00:00.0000000,0
3568,Braces,NULL,album,2011-10-17 00:00:00.0000000,0
3569,Kiss Me Goodbye,NULL,compilation,1996-01-01 00:00:00.0000000,0
357,Space Oddity,NULL,album,2016-12-01 00:00:00.0000000,0
3570,Light Up the Night,NULL,album,2013-04-01 00:00:00.0000000,0
3571,"Symphony No.1 In C, Op.21: 1. Adagio molto - Allegro con brio",NULL,album,1993-01-01 00:00:00.0000000,0
3572,A Love Bizarre,NULL,album,2009-01-16 00:00:00.0000000,0
3573,Kundalini Yoga for Pregnant Woman,NULL,album,2011-02-16 00:00:00.0000000,0
3574,Summer Pop,NULL,album,2016-04-20 00:00:00.0000000,0
3575,Kiddin' Me,NULL,album,2005-06-20 00:00:00.0000000,0
3576,The Erik Santos Collection (Timeless Movie And Tv Themesongs),NULL,compilation,2013-06-07 00:00:00.0000000,44
3577,Hanooz,NULL,album,2005-09-06 00:00:00.0000000,0
3578,Ritual Day,NULL,single,1997-01-01 00:00:00.0000000,0
3579,Jazz Me Blues,NULL,album,2005-04-19 00:00:00.0000000,0
358,What Are You Waiting For,NULL,album,2009-02-19 00:00:00.0000000,0
3580,A State Of Trance (ASOT 822) - Interview with Ashley Wallbridge,NULL,album,2017-07-13 00:00:00.0000000,0
3581,"La Bohème / Act 1: ""Si sente meglio?""",NULL,album,1979-01-01 00:00:00.0000000,0
3582,Landscape - Live / 8/13/1981,NULL,album,1989-01-01 00:00:00.0000000,0
3583,Légua Tirana (Valsa Toada),NULL,compilation,2002-01-01 00:00:00.0000000,0
3584,Young Turks - Live 1982,NULL,album,1982-01-01 00:00:00.0000000,0
3585,"Two Short Fugues, K. 154a: I. Fugue in D Major",NULL,album,2010-01-01 00:00:00.0000000,0
3586,Une Homme et Une Femme (A Man & A Woman),NULL,compilation,2010-06-14 00:00:00.0000000,0
3587,Raining At Sunset,NULL,album,2010-11-02 00:00:00.0000000,0
3588,Dark Nights (Feat. Jinsu) [Prod By. DJ Kid Famous],NULL,album,2016-08-26 00:00:00.0000000,0
3589,Jatt & Juliet (Original Motion Picture Soundtrack),NULL,album,2012-06-06 00:00:00.0000000,0
359,Crows,NULL,album,2010-02-08 00:00:00.0000000,12
3590,Weeknight,NULL,single,2017-08-25 00:00:00.0000000,0
3591,Kaleide,NULL,album,2010-01-01 00:00:00.0000000,0
3592,Pressure Drop - Single Version,NULL,album,1996-01-01 00:00:00.0000000,0
3593,Bellydance Diaries Soundtrack,NULL,album,2008-03-18 00:00:00.0000000,0
3594,Tell Me Again,NULL,album,2001-01-01 00:00:00.0000000,0
3595,De Se Eida,NULL,single,2019-01-21 00:00:00.0000000,13
3596,She's the One,NULL,album,2008-09-10 00:00:00.0000000,0
3597,Anonymous,NULL,album,2013-03-01 00:00:00.0000000,0
3598,The Prince of Peace (A Child Was Born),NULL,album,2011-01-01 00:00:00.0000000,0
3599,Bring Me to Life,NULL,album,2010-07-20 00:00:00.0000000,0
36,Enfermera,NULL,album,2015-02-26 00:00:00.0000000,0
360,Star,NULL,album,2012-01-27 00:00:00.0000000,0
3600,Original Golden Hits - Volume 1,NULL,album,1969-01-01 00:00:00.0000000,42
3601,大遅刻!!!,NULL,compilation,2016-11-09 00:00:00.0000000,0
3602,States of Decay,NULL,compilation,2013-05-07 00:00:00.0000000,0
3603,Plattsburgh,NULL,album,2016-10-07 00:00:00.0000000,0
3604,Temple Of Boom,NULL,album,1990-01-01 00:00:00.0000000,0
3605,Pra Ninguem,NULL,album,1997-01-01 00:00:00.0000000,0
3606,Legends,NULL,single,2018-06-22 00:00:00.0000000,75
3607,La Verdad de Cosas,NULL,album,2017-01-22 00:00:00.0000000,0
3608,Glad,NULL,compilation,2015-12-04 00:00:00.0000000,0
3609,Los Remixes Del Mero Leon Del Corrido,NULL,album,2007-06-28 00:00:00.0000000,0
361,Truckers Wife.,NULL,single,2012-06-15 00:00:00.0000000,0
3610,Raindance,NULL,album,1998-01-01 00:00:00.0000000,0
3611,"Take It Easy, Baby",NULL,compilation,1978-01-09 00:00:00.0000000,0
3612,Arcadia - Telefon Tel Aviv Rmx,NULL,compilation,2008-04-04 00:00:00.0000000,0
3613,"Ei Enempää Blues, Ei Enempää Down",NULL,album,1998-01-01 00:00:00.0000000,0
3614,でんぱーりーナイト,NULL,album,2015-02-18 00:00:00.0000000,0
3615,"Olhos Abertos, Bocas Fechadas - EP",NULL,single,2017-03-29 00:00:00.0000000,23
3616,For Parties Past And Present (Acoustic),NULL,album,2009-05-03 00:00:00.0000000,0
3617,In the Ring,NULL,album,2013-11-05 00:00:00.0000000,0
3618,You Remind Me of Something-3,NULL,album,2009-01-01 00:00:00.0000000,0
3619,Home (Instrumental Version),NULL,single,2012-04-17 00:00:00.0000000,0
362,Kothbiro,NULL,compilation,1998-01-01 00:00:00.0000000,0
3620,HNIC-TV (Intro),NULL,album,2012-01-05 00:00:00.0000000,0
3621,P-Street,NULL,album,1997-01-21 00:00:00.0000000,0
3622,Jazz Bazar II (feat. Patán Vidal),NULL,album,1999-01-01 00:00:00.0000000,16
3623,Yaraany,NULL,compilation,2007-01-01 00:00:00.0000000,0
3624,Pon moun',NULL,album,2011-12-19 00:00:00.0000000,0
3625,Insieme 1992,NULL,album,2009-04-01 00:00:00.0000000,0
3626,Call on the Gods,NULL,album,2016-08-19 00:00:00.0000000,0
3627,O'Carolan's Welcome / Rolling in the Barrel,NULL,album,2008-03-04 00:00:00.0000000,0
3628,My Jelly Roll Soul,NULL,album,2012-07-09 00:00:00.0000000,0
3629,Free,NULL,album,2005-10-25 00:00:00.0000000,0
363,Night Mission,NULL,album,2010-05-11 00:00:00.0000000,0
3630,"Moonlight Legend (From ""Sailor Moon"") - Accapella English Language Cover",NULL,album,2015-10-18 00:00:00.0000000,0
3631,Songs of One Hundred Years,NULL,single,2012-06-10 00:00:00.0000000,3
3632,Oranges & Angels,NULL,album,2018-03-23 00:00:00.0000000,0
3633,Sunday to Sunday,NULL,album,2016-10-14 00:00:00.0000000,0
3634,YAH YAH YAH,NULL,album,2017-02-15 00:00:00.0000000,0
3635,Pa Laven Sitter Nissen,NULL,album,2011-04-01 00:00:00.0000000,0
3636,Roots - Live,NULL,album,2015-08-14 00:00:00.0000000,0
3637,Officially Sexy,NULL,album,2011-04-10 00:00:00.0000000,0
3638,Suite en ré et la mineur,NULL,album,2010-01-01 00:00:00.0000000,0
3639,Il trovatore: D'amor sull'ali rosee,NULL,compilation,2010-02-19 00:00:00.0000000,0
364,Town Without Pity - Karaoke Demonstration With Lead Vocal,NULL,album,2008-01-15 00:00:00.0000000,0
3640,Glory - Live / Hope Album Version,NULL,album,2003-07-07 00:00:00.0000000,0
3641,Lux Aurumque,NULL,album,2009-05-30 00:00:00.0000000,0
3642,The Beautiful People,NULL,album,2013-11-26 00:00:00.0000000,0
3643,I Told You So,NULL,album,2006-11-10 00:00:00.0000000,0
3644,Best Of My Love,NULL,compilation,2010-07-15 00:00:00.0000000,0
3645,Mojo Box,NULL,album,2004-09-15 00:00:00.0000000,0
3646,Onto You,NULL,album,2003-01-01 00:00:00.0000000,0
3647,Coke Ajax,NULL,album,2004-05-10 00:00:00.0000000,0
3648,Live In Corpus Christi,NULL,album,2013-01-01 00:00:00.0000000,0
3649,The Locket,NULL,compilation,2012-01-01 00:00:00.0000000,0
365,LIVE BEST,NULL,album,2014-03-26 00:00:00.0000000,0
3650,There Is Only Now - Remix,NULL,album,2014-09-15 00:00:00.0000000,0
3651,Butterfly (Radio Edit),NULL,compilation,2015-08-21 00:00:00.0000000,0
3652,Way Past Your Bedtime,NULL,album,2016-11-21 00:00:00.0000000,0
3653,He's My Home,NULL,album,2015-09-04 00:00:00.0000000,0
3654,Ballada R.,NULL,album,2001-01-01 00:00:00.0000000,0
3655,Midnight Marauding,NULL,album,2012-05-15 00:00:00.0000000,0
3656,Obscene Humanity,NULL,album,2009-06-03 00:00:00.0000000,0
3657,"Cantique de Jean Racine, Op. 11",NULL,album,1994-01-01 00:00:00.0000000,0
3658,Little Rodney,NULL,album,2009-05-11 00:00:00.0000000,0
3659,Part of the Process,NULL,album,2014-07-11 00:00:00.0000000,0
366,High On The Tide,NULL,album,2009-01-01 00:00:00.0000000,0
3660,Universal - Posthuman Remix,NULL,single,2017-06-02 00:00:00.0000000,0
3661,Convention Prevention,NULL,album,1972-10-27 00:00:00.0000000,0
3662,Free Love,NULL,album,2001-01-01 00:00:00.0000000,0
3663,Any Night in Texas,NULL,album,2017-06-16 00:00:00.0000000,48
3664,I'm the Shit (feat. Thrax),NULL,album,2012-06-20 00:00:00.0000000,0
3665,All the People Part 1,NULL,album,2011-08-08 00:00:00.0000000,0
3666,Twice,NULL,compilation,2017-03-24 00:00:00.0000000,0
3667,Put On Your Sunday Clothes-5,NULL,album,2009-01-01 00:00:00.0000000,0
3668,"Backwater / Just Take Me - Live At Glasgow Apollo, Glasgow / 1976",NULL,album,1977-01-28 00:00:00.0000000,0
3669,Believer,NULL,single,2016-05-04 00:00:00.0000000,0
367,Respira profundo,NULL,album,2015-02-25 00:00:00.0000000,0
3670,Miss You,NULL,compilation,2008-12-09 00:00:00.0000000,0
3671,An Evening in Rome: Italian Dinner Music,NULL,album,2015-11-16 00:00:00.0000000,0
3672,Cinta della Breccia Divina,NULL,album,2015-01-20 00:00:00.0000000,0
3673,It's You,NULL,album,2009-06-18 00:00:00.0000000,0
3674,Sous Les Draps,NULL,album,2007-01-01 00:00:00.0000000,0
3675,Shelter (Lab Rat Mix),NULL,album,2014-01-29 00:00:00.0000000,0
3676,Use Ya Head (feat. Jay Jonah),NULL,album,2010-01-30 00:00:00.0000000,0
3677,Freak Out Tonight (as made famous by Chris Catena),NULL,compilation,2008-08-01 00:00:00.0000000,0
3678,Born Tired,NULL,album,2013-04-30 00:00:00.0000000,0
3679,Indefinitely,NULL,album,2011-06-11 00:00:00.0000000,0
368,Via Dolorosa (Karaoke With Background Vocals) [In the Style of Sandi Patti],NULL,album,2008-01-01 00:00:00.0000000,0
3680,So High,NULL,single,2011-07-05 00:00:00.0000000,0
3681,Behemoth,NULL,album,1999-06-29 00:00:00.0000000,0
3682,ジャッキーとあそぼ! Let's Sing&Play えいごのうた,NULL,album,2016-09-07 00:00:00.0000000,14
3683,Ya Mow Ya Mow,NULL,album,2015-10-20 00:00:00.0000000,0
3684,Absolute Sleep Music,NULL,album,2010-09-20 00:00:00.0000000,0
3685,Awakening,NULL,album,2013-07-29 00:00:00.0000000,0
3686,Para Mí el Vivir Es Cristo,NULL,album,2009-06-01 00:00:00.0000000,0
3687,"Piano Trio No. 3 in C Minor, Op. 101: IV. Allegro molto",NULL,album,1957-01-01 00:00:00.0000000,0
3688,Mona's Feeling Lonely,NULL,album,1977-01-01 00:00:00.0000000,0
3689,Indeleble,NULL,album,2015-08-14 00:00:00.0000000,0
369,Cliquety Kliqk,NULL,album,2003-12-01 00:00:00.0000000,29
3690,Intruso Corazon,NULL,album,1998-05-04 00:00:00.0000000,0
3691,Manchester,NULL,album,2012-10-22 00:00:00.0000000,0
3692,Rich Nigga Dick (Produced by DJFreshDJFreshDJFresh),NULL,album,2010-12-14 00:00:00.0000000,0
3693,Las Ventanas,NULL,album,2017-09-28 00:00:00.0000000,0
3694,Sana Magbuhat Pa Nang Una,NULL,album,2003-01-01 00:00:00.0000000,0
3695,Journeys Ahead,NULL,album,2016-08-19 00:00:00.0000000,0
3696,Fa che non mi venga duro,NULL,album,2014-01-28 00:00:00.0000000,0
3697,"Everybody's Talking (""Midnight Cowboy"")",NULL,album,2008-07-01 00:00:00.0000000,0
3698,Procuro olvidarte,NULL,album,2014-10-05 00:00:00.0000000,0
3699,Someday,NULL,compilation,1996-01-01 00:00:00.0000000,0
37,Ebb Tide,NULL,album,2014-04-14 00:00:00.0000000,0
370,Reto A La Muerte,NULL,album,2004-05-18 00:00:00.0000000,0
3700,Bad Boy,NULL,compilation,2008-10-27 00:00:00.0000000,0
3701,You and The Mona Lisa,NULL,album,2017-09-15 00:00:00.0000000,0
3702,Rockula,NULL,album,2000-01-01 00:00:00.0000000,0
3703,Sneak Chamber,NULL,compilation,2014-10-17 00:00:00.0000000,0
3704,Dizzy Atmosphere,NULL,album,2016-10-14 00:00:00.0000000,0
3705,Ghost Of A Smile,NULL,album,2013-08-26 00:00:00.0000000,0
3706,The Depths,NULL,compilation,2009-12-02 00:00:00.0000000,0
3707,Kapıya Yazdır,NULL,album,2010-01-01 00:00:00.0000000,0
3708,Jazz is Paris,NULL,album,1994-01-01 00:00:00.0000000,0
3709,El Tromba - Keller Mix,NULL,album,2014-05-12 00:00:00.0000000,0
371,Heroine,NULL,album,1994-10-10 00:00:00.0000000,0
3710,Rattlesnake Sour,NULL,single,2021-03-12 00:00:00.0000000,3
3711,No Tears (In the End) - Remastered,NULL,album,1972-01-01 00:00:00.0000000,0
3712,Baby Baghdad (feat. Jay Jonah),NULL,album,2009-10-27 00:00:00.0000000,0
3713,Bricks,NULL,single,2016-02-12 00:00:00.0000000,0
3714,New Path New Life (Orchestral) (Orchestral),NULL,compilation,2015-10-05 00:00:00.0000000,0
3715,Eighteen Years,NULL,album,2011-09-24 00:00:00.0000000,0
3716,Blackbirds Call and Chirrup,NULL,album,2009-09-20 00:00:00.0000000,0
3717,Dreadlock,NULL,album,2004-01-01 00:00:00.0000000,0
3718,"Tres Monedas en la Fuente (De ""Tres Monedas en la Fuente"")",NULL,compilation,2012-03-12 00:00:00.0000000,0
3719,One Step Closer (Singalong Version),NULL,album,2008-12-01 00:00:00.0000000,0
372,Chasing Emotions,NULL,album,2014-10-06 00:00:00.0000000,0
3720,Cerberus,NULL,album,2013-04-15 00:00:00.0000000,19
3721,Perfectly Adequate & Handsome,NULL,album,2011-08-23 00:00:00.0000000,0
3722,The Principle of Equivalence,NULL,album,2014-06-10 00:00:00.0000000,0
3723,Fındıklının İçinde,NULL,album,1999-07-20 00:00:00.0000000,2
3724,Butter (feat. Neisha Neshae),NULL,album,2015-08-14 00:00:00.0000000,0
3725,Cameleon,NULL,single,2014-06-30 00:00:00.0000000,0
3726,The Observatory,NULL,album,2016-02-04 00:00:00.0000000,0
3727,Faded,NULL,album,2005-01-04 00:00:00.0000000,0
